time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2001-12-29T06:00:08.600Z,-28.28,-71.285,19.8,3.4,ml,4,,,,us,usp000avfr,2014-11-07T01:14:32.976Z,"offshore Atacama, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-29T05:32:43.400Z,-30.941,-70.081,127.2,3.7,md,15,,,,us,usp000avfp,2014-11-07T01:14:32.972Z,"San Juan, Argentina",earthquake,,,,,reviewed,guc,guc
2001-12-29T04:34:27.220Z,60.383,-149.327,49.1,2.5,ml,37,,,,us,usp000avfm,2014-11-07T01:14:32.967Z,"Kenai Peninsula, Alaska",earthquake,,,,,reviewed,aeic,aeic
2001-12-29T04:13:25.680Z,-44.945,-75.933,33,4.5,mb,8,,,0.89,us,usp000avfk,2014-11-07T01:14:32.966Z,"off the coast of Aisen, Chile",earthquake,,,,5,reviewed,us,us
2001-12-29T03:46:16.800Z,-32.572,-71.691,27.6,3.4,ml,17,,,,us,usp000avfj,2014-11-07T01:14:32.963Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-29T03:24:11.800Z,-34.666,-72.169,25.9,3.6,md,8,,,,us,usp000avfh,2014-11-07T01:14:32.962Z,"offshore Maule, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-29T02:57:18.010Z,38.7698333,-122.7433333,1.951,2.6,md,21,56,0.02162,0.04,nc,nc30505207,2017-01-02T01:05:19.596Z,"Northern California",earthquake,0.18,0.52,0.06,20,automatic,nc,nc
2001-12-29T02:50:05.850Z,39.7655,-122.8418333,7.994,3.45,md,50,33,0.1477,0.22,nc,nc21207346,2017-01-02T01:05:02.260Z,"Northern California",earthquake,0.22,0.47,0.1,61,reviewed,nc,nc
2001-12-29T02:27:14.440Z,31.415,70.284,53.6,4.5,mb,29,,,1.41,us,usp000avff,2014-11-07T01:14:32.957Z,"Pakistan",earthquake,,12.7,,7,reviewed,us,us
2001-12-29T01:28:14.140Z,19.092,-64.778,25,3.6,md,5,,,,us,usp000avfe,2014-11-07T01:14:32.955Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,rspr
2001-12-29T00:33:27.400Z,18.179,-68.405,90.3,4.3,mb,60,,,0.86,us,usp000avfd,2014-11-07T01:14:32.950Z,"Mona Passage, Dominican Republic",earthquake,,5.8,,13,reviewed,us,us
2001-12-29T00:09:38.770Z,-17.78,-178.788,563,5.7,mwc,199,,,0.96,us,usp000avfc,2016-11-10T00:19:02.009Z,"Fiji region",earthquake,,,,,reviewed,us,hrv
2001-12-28T23:55:28.610Z,-16.231,-173.821,105.3,4.5,mb,75,,,1,us,usp000avfa,2014-11-07T01:14:32.915Z,"Tonga",earthquake,,,,13,reviewed,us,us
2001-12-28T22:24:13.390Z,-9.448,159.647,33,5.1,mb,21,,,0.93,us,usp000avf8,2014-11-07T01:14:32.911Z,"Solomon Islands",earthquake,,,,8,reviewed,us,us
2001-12-28T22:09:28.010Z,-8.357,-74.22,160.6,6,mwc,396,,,0.86,us,usp000avf7,2016-11-10T00:56:34.254Z,"central Peru",earthquake,,,,,reviewed,us,hrv
2001-12-28T22:03:01.370Z,-30.524,117.133,10,3.7,mb,7,,,0.96,us,usp000avf6,2014-11-07T01:14:32.876Z,"Western Australia",earthquake,,,,1,reviewed,us,us
2001-12-28T21:45:05.860Z,-16.671,-70.467,112.5,3.8,mb,8,,,1.07,us,usp000avf5,2014-11-07T01:14:32.875Z,"southern Peru",earthquake,,12,,1,reviewed,us,us
2001-12-28T21:31:59.360Z,-36.098,-100.644,10,5.9,mwc,90,,,1.17,us,usp000avf4,2016-11-10T00:18:25.814Z,"southeast of Easter Island",earthquake,,,,,reviewed,us,hrv
2001-12-28T21:30:23.240Z,-27.002,-177.676,190.3,4.6,mb,17,,,0.98,us,usp000avf3,2014-11-07T01:14:32.865Z,"Kermadec Islands region",earthquake,,34.9,,4,reviewed,us,us
2001-12-28T21:30:21.030Z,-32.878,-71.608,55.3,4.3,mb,31,,,0.99,us,usp000avf2,2014-11-07T01:14:32.861Z,"offshore Valparaiso, Chile",earthquake,,6.5,,2,reviewed,us,us
2001-12-28T21:23:21.790Z,36.633,-121.2421667,4.775,2.82,md,41,70,0.04234,0.05,nc,nc30505184,2017-01-02T01:00:33.730Z,"Central California",earthquake,0.17,0.38,0.12,49,automatic,nc,nc
2001-12-28T21:14:01.950Z,36.6401667,-121.251,6.575,4.6,mw,60,71,0.03243,0.07,nc,nc21207275,2017-03-17T16:50:03.583Z,"Central California",earthquake,0.15,0.32,,5,reviewed,nc,nc
2001-12-28T21:14:01.950Z,36.641,-121.251,6.8,4.6,mw,96,,,,us,usp000avf0,2015-01-28T10:24:47.411Z,"Central California",earthquake,,,,,reviewed,nc,brk
2001-12-28T21:10:47.900Z,-42.11,174.2,16,3.8,ml,16,,,,us,usp000avez,2014-11-07T01:14:32.850Z,"off the east coast of the South Island of New Zealand",earthquake,,,,,reviewed,wel,wel
2001-12-28T19:32:01.350Z,-16.091,-176.007,300,4.3,mb,18,,,1.12,us,usp000avew,2014-11-07T01:14:32.846Z,"Fiji region",earthquake,,,,4,reviewed,us,us
2001-12-28T18:56:13.370Z,-20.446,67.952,10,4.7,mb,17,,,1.18,us,usp000avev,2014-11-07T01:14:32.844Z,"Mid-Indian Ridge",earthquake,,,,5,reviewed,us,us
2001-12-28T17:11:23.200Z,17.086,-93.891,202.5,4.3,md,13,,,,us,usp000avet,2014-11-07T01:14:32.841Z,"Oaxaca, Mexico",earthquake,,,,,reviewed,unm,unm
2001-12-28T17:04:52.790Z,-30.571,117.102,10,2.5,ml,7,,,1.04,us,usp000aves,2014-11-07T01:14:32.839Z,"Western Australia",earthquake,,,,,reviewed,us,aust
2001-12-28T16:58:23.800Z,49.381,6.862,1,2.6,ml,11,,,,us,usp000aver,2014-11-07T01:14:32.837Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2001-12-28T16:31:34.460Z,-30.522,117.296,10,4.5,mb,20,,,1.36,us,usp000aveq,2017-04-13T22:14:56.539Z,"Western Australia",earthquake,,,,5,reviewed,us,us
2001-12-28T15:29:56.360Z,-5.558,152.79,45.9,4.2,mb,21,,,1.25,us,usp000aven,2014-11-07T01:14:32.830Z,"New Britain region, Papua New Guinea",earthquake,,12.9,,9,reviewed,us,us
2001-12-28T14:54:24.950Z,-39.997,46.151,10,4.7,mb,27,,,0.72,us,usp000avej,2014-11-07T01:14:32.816Z,"Southwest Indian Ridge",earthquake,,,,14,reviewed,us,us
2001-12-28T14:16:07.690Z,63.272,-150.953,5.5,2.7,ml,10,,,,us,usp000aveh,2014-11-07T01:14:32.815Z,"Central Alaska",earthquake,,,,,reviewed,aeic,pmr
2001-12-28T13:55:34.100Z,40.08,19.8,5,2.8,md,4,,,,us,usp000avef,2014-11-07T01:14:32.813Z,"Albania",earthquake,,,,,reviewed,ath,ath
2001-12-28T13:28:45.870Z,33.4661667,-116.5151667,10.823,2.61,ml,57,44.5,0.07811,0.18,ci,ci9740733,2016-04-02T11:39:45.297Z,"18km SE of Anza, CA",earthquake,0.29,0.48,0.234,16,reviewed,ci,ci
2001-12-28T13:05:50.610Z,-8.952,-75.78,52.1,4.2,mb,12,,,1.28,us,usp000avee,2014-11-07T01:14:32.811Z,"central Peru",earthquake,,16.1,,1,reviewed,us,us
2001-12-28T12:27:52.840Z,63.794,-151.95,37.3,3,ml,20,,,,us,usp000aved,2014-11-07T01:14:32.809Z,"Central Alaska",earthquake,,,,,reviewed,aeic,pmr
2001-12-28T12:01:02.590Z,43.05,-8.768,7.5,2.7,mblg,5,,,,us,usp000avec,2014-11-07T01:14:32.808Z,"Spain",earthquake,,,,,reviewed,mdd,mdd
2001-12-28T11:57:49.390Z,-8.193,119.5,181.9,4.9,mb,14,,,1.17,us,usp000aveb,2014-11-07T01:14:32.806Z,"Flores region, Indonesia",earthquake,,11.3,,4,reviewed,us,us
2001-12-28T11:42:34.260Z,36.574,-7.631,18,2.5,mblg,11,,,,us,usp000avea,2014-11-07T01:14:32.804Z,"Strait of Gibraltar",earthquake,,,,,reviewed,mdd,mdd
2001-12-28T11:40:41.460Z,-14.944,-177.881,400,4.6,mb,14,,,0.57,us,usp000ave9,2014-11-07T01:14:32.802Z,"Fiji region",earthquake,,,,1,reviewed,us,us
2001-12-28T11:23:37.250Z,34.104,139.13,45.3,3.9,mb,11,,,0.75,us,usp000ave7,2014-11-07T01:14:32.798Z,"near the south coast of Honshu, Japan",earthquake,,17.7,,1,reviewed,us,us
2001-12-28T10:40:47.780Z,24.095,121.312,10,4.2,mb,14,,,0.59,us,usp000ave4,2014-11-07T01:14:32.793Z,"Taiwan",earthquake,,,,3,reviewed,us,us
2001-12-28T10:06:19.150Z,44.402,-115.529,5,3.1,ml,11,,,0.49,us,usp000ave2,2014-11-07T01:14:32.789Z,"southern Idaho",earthquake,,,,,reviewed,us,us
2001-12-28T09:51:14.430Z,51.551,16.068,5,2.8,ml,8,,,0.7,us,usp000ave1,2014-11-07T01:14:32.777Z,"Poland",earthquake,,,,,reviewed,us,vie
2001-12-28T09:34:30.340Z,51.511,16.17,5,3.3,ml,11,,,0.52,us,usp000ave0,2014-11-07T01:14:32.774Z,"Poland",earthquake,,,,,reviewed,us,vie
2001-12-28T09:15:40.080Z,44.184,10.549,10,3,ml,20,,,0.95,us,usp000avdz,2014-11-07T01:14:32.771Z,"northern Italy",earthquake,,,,,reviewed,us,ldg
2001-12-28T08:59:43.120Z,44.818,8.415,4.5,2.7,ml,37,,,,us,usp000avdy,2014-11-07T01:14:32.767Z,"northern Italy",earthquake,,,,,reviewed,gen,gen
2001-12-28T08:15:14.600Z,-44.03,168.66,33,4.5,ml,7,,,,us,usp000avdw,2014-11-07T01:14:32.762Z,"South Island of New Zealand",earthquake,,,,,reviewed,wel,wel
2001-12-28T08:07:18.000Z,-30.484,-71.807,47.1,4,md,12,,,,us,usp000avdv,2014-11-07T01:14:32.760Z,"offshore Coquimbo, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-28T07:39:12.160Z,10.9,-64.558,33,4.8,mb,12,,,0.88,us,usp000avdu,2014-11-07T01:14:32.758Z,"near the coast of Venezuela",earthquake,,,,5,reviewed,us,us
2001-12-28T07:01:44.000Z,-28.766,-70.492,87.7,3.6,md,6,,,,us,usp000avdt,2014-11-07T01:14:32.756Z,"Atacama, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-28T06:25:42.000Z,-34.396,-70.975,80.3,2.8,md,6,,,,us,usp000avds,2014-11-07T01:14:32.755Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-28T05:55:04.300Z,38.91,25.9,26,3.6,ml,10,,,,us,usp000avdq,2014-11-07T01:14:32.752Z,"Aegean Sea",earthquake,,,,,reviewed,ath,ath
2001-12-28T05:08:06.990Z,37.5381667,-118.8521667,6.817,2.7,md,37,110,0.05495,0.03,nc,nc21207193,2017-01-02T00:58:11.870Z,"Central California",earthquake,0.23,0.55,0.2,45,reviewed,nc,nc
2001-12-28T05:00:53.000Z,16.923,-100.154,5,3.3,md,5,,,,us,usp000avdn,2014-11-07T01:14:32.749Z,"offshore Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2001-12-28T04:52:16.100Z,-32.088,-70.823,74.9,3.7,md,18,,,,us,usp000avdm,2014-11-07T01:14:32.747Z,"Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-28T04:45:32.290Z,47.788,145.847,418,3.9,mb,20,,,0.55,us,usp000avdk,2014-11-07T01:14:32.745Z,"Sea of Okhotsk",earthquake,,10.6,,6,reviewed,us,us
2001-12-28T04:36:36.440Z,38.682,141.184,107.5,4.4,mb,23,,,1.06,us,usp000avdj,2014-11-07T01:14:32.741Z,"near the east coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2001-12-28T04:02:34.560Z,60.114,-151.646,52.6,2.5,ml,41,,,,us,usp000avdh,2014-11-07T01:14:32.736Z,"Kenai Peninsula, Alaska",earthquake,,,,,reviewed,aeic,aeic
2001-12-28T04:00:16.000Z,49.45,-129.33,10,2.9,ml,6,,,,us,usp000avdg,2014-11-07T01:14:32.734Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2001-12-28T03:55:18.500Z,-32.728,-71.66,26.8,3.4,md,4,,,,us,usp000avdf,2014-11-07T01:14:32.733Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-28T02:55:00.330Z,7.277,-72.825,33,4.1,mb,14,,,1.12,us,usp000avdd,2014-11-07T01:14:32.701Z,"Colombia-Venezuela border region",earthquake,,,,3,reviewed,us,us
2001-12-28T01:30:56.600Z,17.177,-99.784,61.1,3.4,md,5,,,,us,usp000avda,2014-11-07T01:14:32.559Z,"Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2001-12-28T01:30:05.240Z,38.961,-122.4555,1.859,2.64,md,30,86,0.1703,0.31,nc,nc21207182,2017-01-02T00:57:47.207Z,"Northern California",earthquake,0.4,4.79,0.11,26,reviewed,nc,nc
2001-12-28T01:15:33.100Z,-35.576,-70.501,31.9,3.8,md,5,,,,us,usp000avd8,2014-11-07T01:14:32.556Z,"Maule, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-28T01:01:08.510Z,43.073,13.043,10,3,ml,33,,,1.21,us,usp000avd7,2014-11-07T01:14:32.553Z,"central Italy",earthquake,,,,,reviewed,us,ldg
2001-12-28T00:41:38.600Z,24.123,122.772,10,5.1,mwc,138,,,1.13,us,usp000avd6,2016-11-10T00:18:25.185Z,"Taiwan region",earthquake,,,,,reviewed,us,hrv
2001-12-28T00:34:20.260Z,60.498,-145.053,4.7,2.6,ml,26,,,,us,usp000avd5,2014-11-07T01:14:32.533Z,"Southern Alaska",earthquake,,,,,reviewed,aeic,aeic
2001-12-28T00:33:24.510Z,37.5403333,-118.8233333,1.065,2.9,md,37,109,0.04955,0.05,nc,nc21207178,2017-01-02T00:57:41.430Z,"Central California",earthquake,0.22,0.69,0.13,51,reviewed,nc,nc
2001-12-28T00:10:28.160Z,-11.422,117.112,33,5,mwc,35,,,1.28,us,usp000avd3,2016-11-10T00:18:24.547Z,"south of Sumbawa, Indonesia",earthquake,,,,,reviewed,us,hrv
2001-12-27T23:43:51.700Z,38,22.89,40,2.9,md,6,,,,us,usp000avd2,2014-11-07T01:14:32.526Z,"southern Greece",earthquake,,,,,reviewed,ath,ath
2001-12-27T23:29:10.720Z,-24.885,179.879,496,4.9,mb,46,,,0.87,us,usp000avd1,2014-11-07T01:14:32.519Z,"south of the Fiji Islands",earthquake,,,,14,reviewed,us,us
2001-12-27T23:06:31.500Z,-35.554,-70.524,33,3.8,md,5,,,,us,usp000avcz,2014-11-07T01:14:32.517Z,"Maule, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-27T22:36:07.610Z,39.86,118.926,10,4,ml,9,,,0.79,us,usp000avcy,2014-11-07T01:14:32.516Z,"Hebei, China",earthquake,,,,,reviewed,us,bji
2001-12-27T22:34:34.480Z,-17.899,-178.333,500,4.3,mb,19,,,1.46,us,usp000avcx,2014-11-07T01:14:32.514Z,"Fiji region",earthquake,,,,7,reviewed,us,us
2001-12-27T20:45:57.700Z,49.341,6.855,1,2.5,ml,8,,,,us,usp000avcu,2014-11-07T01:14:32.509Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2001-12-27T20:04:51.170Z,51.433,16,5,2.9,ml,9,,,0.49,us,usp000avct,2014-11-07T01:14:32.507Z,"Poland",earthquake,,,,,reviewed,us,vie
2001-12-27T18:58:19.450Z,63.105,-148.571,74.9,4.2,mb,111,,,,us,usp000avcs,2014-11-07T01:14:32.499Z,"Central Alaska",earthquake,,,,2,reviewed,aeic,us
2001-12-27T18:35:31.560Z,-42.238,124.38,10,4.1,mb,11,,,1.26,us,usp000avcq,2014-11-07T01:14:32.495Z,"south of Australia",earthquake,,,,1,reviewed,us,us
2001-12-27T18:28:06.070Z,35.307,76.889,33,4.2,mb,16,,,1.1,us,usp000avcp,2014-11-07T01:14:32.492Z,"northwestern Kashmir",earthquake,,,,3,reviewed,us,us
2001-12-27T18:28:05.390Z,35.494,135.847,29.9,4.5,mb,24,,,1.06,us,usp000avcn,2014-11-07T01:14:32.488Z,"western Honshu, Japan",earthquake,,6.5,,7,reviewed,us,us
2001-12-27T17:22:37.700Z,-32.113,-69.703,144.5,3.1,md,10,,,,us,usp000avcm,2014-11-07T01:14:32.486Z,"San Juan, Argentina",earthquake,,,,,reviewed,guc,guc
2001-12-27T16:52:21.240Z,37.156,72.045,150,3.7,mb,10,,,0.96,us,usp000avck,2014-11-07T01:14:32.485Z,"Tajikistan",earthquake,,,,1,reviewed,us,us
2001-12-27T16:51:20.630Z,2.167,126.527,33,4.4,mb,23,,,0.92,us,usp000avcj,2014-11-07T01:14:32.483Z,"Molucca Sea",earthquake,,,,10,reviewed,us,us
2001-12-27T16:40:39.170Z,45.632,10.635,10,2.5,ml,24,,,1.1,us,usp000avch,2014-11-07T01:14:32.479Z,"northern Italy",earthquake,,,,,reviewed,us,ldg
2001-12-27T16:22:39.300Z,-32.543,-71.717,21.8,3.6,md,12,,,,us,usp000avcg,2014-11-07T01:14:32.477Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-27T16:02:58.000Z,49.378,6.836,1,2.7,ml,11,,,,us,usp000avcf,2014-11-07T01:14:32.475Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2001-12-27T15:22:14.600Z,-9.003,157.207,33,4.4,mb,17,,,0.78,us,usp000avcd,2014-11-07T01:14:32.471Z,"Solomon Islands",earthquake,,,,7,reviewed,us,us
2001-12-27T15:09:10.070Z,-29.182,-70.882,107,4,mb,16,,,1.06,us,usp000avcc,2014-11-07T01:14:32.468Z,"Coquimbo, Chile",earthquake,,12.5,,1,reviewed,us,us
2001-12-27T14:06:22.400Z,-31.597,-69.707,147.5,3.2,md,8,,,,us,usp000avca,2014-11-07T01:14:32.465Z,"San Juan, Argentina",earthquake,,,,,reviewed,guc,guc
2001-12-27T14:03:55.100Z,17.168,-85.541,33,4.2,mb,16,,,1.04,us,usp000avc9,2014-11-07T01:14:32.463Z,"north of Honduras",earthquake,,,,5,reviewed,us,us
2001-12-27T13:42:25.730Z,34.1405,-119.5343333,5.883,2.56,ml,6,302.8,0.2763,0.08,ci,ci9740589,2016-02-17T08:00:00.958Z,"12km N of Santa Cruz Is. (E end), California",earthquake,1.9,11.83,0.416,3,reviewed,ci,ci
2001-12-27T13:21:15.400Z,-44,168.47,0,3.9,ml,5,,,,us,usp000avc7,2014-11-07T01:14:32.459Z,"South Island of New Zealand",earthquake,,,,,reviewed,wel,wel
2001-12-27T13:09:37.700Z,-42.11,174.19,18,3.8,ml,18,,,,us,usp000avc6,2014-11-07T01:14:32.458Z,"off the east coast of the South Island of New Zealand",earthquake,,,,,reviewed,wel,wel
2001-12-27T12:51:51.080Z,47.218,146.736,354.5,4.3,mb,49,,,1.02,us,usp000avc5,2014-11-07T01:14:32.453Z,"northwest of the Kuril Islands",earthquake,,9.3,,26,reviewed,us,us
2001-12-27T12:19:41.810Z,61.459,-147.776,10.1,2.5,ml,45,,,,us,usp000avc4,2014-11-07T01:14:32.449Z,"Southern Alaska",earthquake,,,,,reviewed,aeic,aeic
2001-12-27T12:09:44.600Z,-33.602,-70.338,124.3,2.5,md,4,,,,us,usp000avc3,2014-11-07T01:14:32.448Z,"Region Metropolitana, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-27T11:51:27.830Z,-17.548,-179.23,600,4.3,mb,15,,,0.54,us,usp000avc2,2014-11-07T01:14:32.446Z,"Fiji region",earthquake,,,,5,reviewed,us,us
2001-12-27T11:11:55.530Z,61.733,-147.078,22.8,2.8,ml,47,,,,us,usp000avc0,2014-11-07T01:14:32.436Z,"Southern Alaska",earthquake,,,,,reviewed,aeic,aeic
2001-12-27T11:06:20.100Z,38.3,22.03,5,3,md,5,,,,us,usp000avbz,2014-11-07T01:14:32.435Z,"Greece",earthquake,,,,,reviewed,ath,ath
2001-12-27T10:54:51.790Z,-14.647,167.262,153.2,6.2,mwc,403,,,1.18,us,usp000avby,2016-11-10T00:56:06.602Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
2001-12-27T10:50:58.170Z,62.847,-60.613,10,3.8,mb,7,,,0.89,us,usp000avbx,2014-11-07T01:14:32.382Z,"Davis Strait",earthquake,,,,1,reviewed,us,us
2001-12-27T10:42:57.040Z,36.3938333,-120.418,7.249,3.13,md,60,100,0.06937,0.11,nc,nc21207111,2017-01-02T00:56:57.890Z,"Central California",earthquake,0.18,0.25,0.1,118,reviewed,nc,nc
2001-12-27T09:41:47.000Z,-28.569,-72.096,28,3.6,ml,5,,,,us,usp000avbv,2014-11-07T01:14:32.379Z,"offshore Atacama, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-27T09:39:42.360Z,-13.542,167.181,212.5,4.7,mb,56,,,1.22,us,usp000avbu,2014-11-07T01:14:32.374Z,"Vanuatu",earthquake,,21.7,,10,reviewed,us,us
2001-12-27T09:02:50.850Z,10.044,-69.878,33,3.9,mb,10,,,1.23,us,usp000avbt,2014-11-07T01:14:32.372Z,"Lara, Venezuela",earthquake,,,,1,reviewed,us,us
2001-12-27T08:34:48.350Z,22.549,121.381,10,4.7,mb,35,,,0.97,us,usp000avbs,2014-11-07T01:14:32.369Z,"Taiwan region",earthquake,,,,15,reviewed,us,us
2001-12-27T08:06:02.000Z,-32.19,-70.219,110,2.9,md,4,,,,us,usp000avbr,2014-11-07T01:14:32.367Z,"San Juan, Argentina",earthquake,,,,,reviewed,guc,guc
2001-12-27T06:44:24.200Z,-32.498,-72.973,36.8,3.7,md,6,,,,us,usp000avbq,2014-11-07T01:14:32.366Z,"off the coast of Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-27T06:33:09.400Z,-49.605,163.984,33,4.8,mb,26,,,0.96,us,usp000avbp,2014-11-07T01:14:32.362Z,"Auckland Islands, New Zealand region",earthquake,,,,11,reviewed,us,us
2001-12-27T02:43:25.590Z,36.491,71.359,239.5,3.3,mb,14,,,1.16,us,usp000avbj,2014-11-07T01:14:32.357Z,"Hindu Kush region, Afghanistan",earthquake,,11.2,,2,reviewed,us,us
2001-12-27T02:38:27.600Z,-33.128,-71.16,52.1,4,md,16,,,,us,usp000avbh,2014-11-07T01:14:32.354Z,"Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2001-12-27T01:59:25.590Z,4.415,125.681,190.1,4.7,mb,46,,,0.97,us,usp000avbg,2014-11-07T01:14:32.350Z,"Kepulauan Sangihe, Indonesia",earthquake,,,,21,reviewed,us,us
2001-12-27T00:39:02.310Z,-4.68,153.332,100,4.4,mb,10,,,1.53,us,usp000avbf,2014-11-07T01:14:32.349Z,"New Ireland region, Papua New Guinea",earthquake,,,,2,reviewed,us,us
2001-12-26T23:31:43.460Z,42.136,142.34,33,3.9,mb,9,,,0.91,us,usp000avbc,2014-11-07T01:14:32.343Z,"Hokkaido, Japan region",earthquake,,,,1,reviewed,us,us
2001-12-26T23:30:52.000Z,38.51,25.55,39,3.9,md,25,,,,us,usp000avbb,2014-11-07T01:14:32.340Z,"Aegean Sea",earthquake,,,,,reviewed,ath,ath
2001-12-26T23:17:02.130Z,-53.586,-19.757,10,4.6,mb,12,,,1.49,us,usp000avba,2014-11-07T01:14:32.339Z,"southwestern Atlantic Ocean",earthquake,,,,7,reviewed,us,us
2001-12-26T23:08:27.800Z,32.1773333,-114.9926667,7.103,2.82,ml,10,252.1,0.5283,0.41,ci,ci9740377,2016-02-17T10:23:25.821Z,"2km SSE of Estacion Coahuila, B.C., MX",earthquake,3.24,35.21,0.329,8,reviewed,ci,ci
2001-12-26T22:12:24.400Z,16.925,-100.112,5,3.3,md,4,,,,us,usp000avb9,2014-11-07T01:14:32.337Z,"offshore Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2001-12-26T21:57:59.200Z,16.938,-100.148,5,4.1,md,15,,,,us,usp000avb8,2014-11-07T01:14:32.335Z,"offshore Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2001-12-26T21:41:36.940Z,-19.468,-177.713,500,4.2,mb,12,,,0.52,us,usp000avb7,2014-11-07T01:14:32.334Z,"Fiji region",earthquake,,,,5,reviewed,us,us
2001-12-26T21:37:37.180Z,-6.761,147.553,57.7,3.7,mb,11,,,0.91,us,usp000avb6,2014-11-07T01:14:32.332Z,"eastern New Guinea region, Papua New Guinea",earthquake,,15.9,,1,reviewed,us,us
2001-12-26T19:49:20.920Z,6.269,125.439,33,4.5,mb,29,,,0.99,us,usp000avb5,2014-11-07T01:14:32.330Z,"Mindanao, Philippines",earthquake,,,,10,reviewed,us,us
2001-12-26T18:58:37.090Z,-30.524,117.118,10,3.8,mb,7,,,1.05,us,usp000avb3,2014-11-07T01:14:32.326Z,"Western Australia",earthquake,,,,1,reviewed,us,us
2001-12-26T18:54:42.680Z,-31.328,117.803,10,3.1,ml,8,,,0.91,us,usp000avb2,2014-11-07T01:14:32.324Z,"Western Australia",earthquake,,,,,reviewed,us,aust
2001-12-26T17:54:32.200Z,35.63,26.54,5,3.6,md,4,,,,us,usp000avb0,2014-11-07T01:14:32.322Z,"Crete, Greece",earthquake,,,,,reviewed,ath,ath
2001-12-26T17:52:06.510Z,36.7086667,-121.3406667,2.599,2.72,md,59,54,0.001802,0.06,nc,nc30223875,2017-01-02T00:54:36.240Z,"Central California",earthquake,0.11,0.22,0.11,69,reviewed,nc,nc
2001-12-26T17:28:46.430Z,57.809,-153.568,5.7,3,ml,21,,,,us,usp000avaz,2014-11-07T01:14:32.319Z,"Kodiak Island region, Alaska",earthquake,,,,,reviewed,aeic,aeic
2001-12-26T17:12:13.690Z,1.321,-85.241,10,4.6,mb,17,,,1.06,us,usp000avay,2014-11-07T01:14:32.317Z,"off the coast of Ecuador",earthquake,,,,6,reviewed,us,us
2001-12-26T16:24:07.490Z,2.244,126.636,33,5.2,mwc,66,,,0.8,us,usp000avax,2016-11-10T00:17:39.606Z,"Molucca Sea",earthquake,,,,,reviewed,us,hrv
2001-12-26T16:21:04.000Z,49.75,-117.82,1,3.4,ml,24,,,,us,usp000avav,2016-07-23T00:54:32.280Z,"British Columbia, Canada",earthquake,,,,,reviewed,pgc,pgc
2001-12-26T16:10:37.720Z,15.567,-95.363,33,3.7,mb,28,,,1.05,us,usp000avau,2014-11-07T01:14:32.303Z,"offshore Oaxaca, Mexico",earthquake,,,,3,reviewed,us,us
2001-12-26T15:44:18.470Z,-26.912,-176.685,162,4.5,mb,14,,,0.76,us,usp000avat,2014-11-07T01:14:32.301Z,"south of the Fiji Islands",earthquake,,36.2,,3,reviewed,us,us
2001-12-26T14:45:26.220Z,12.996,-89.076,63.2,4.6,mb,89,,,1.18,us,usp000avas,2014-11-07T01:14:32.291Z,"offshore El Salvador",earthquake,,,,26,reviewed,us,us
2001-12-26T14:16:17.900Z,62.66,-148.794,54,3.5,ml,69,,,,us,usp000avar,2014-11-07T01:14:32.286Z,"Central Alaska",earthquake,,,,,reviewed,aeic,aeic
2001-12-26T14:12:03.040Z,34.385,32.027,25,3.4,ml,6,,,,us,usp000avaq,2014-11-07T01:14:32.285Z,"Cyprus region",earthquake,,,,,reviewed,css,css
2001-12-26T12:01:23.680Z,-2.827,139.484,33,4.3,mb,21,,,0.94,us,usp000avap,2014-11-07T01:14:32.282Z,"near the north coast of Papua, Indonesia",earthquake,,,,10,reviewed,us,us
